,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
44,Francis19924288, JavierSantos ,RT @_JavierSantos_: La Liga empezó con Aduriz tumbando al Barça y multitud de elogios merecidos al donostiarra y su longevidad. ¿Qué hacemo…,True,,La Liga empezó con Aduriz tumbando al Barça y multitud de elogios merecidos al donostiarra y su longevidad ¿Qué hacemo…,0.5574
45,Difusion365,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/9bhHDI06Ut",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
46,FlavioFamsafe,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,"Santa Fé, Argentina","“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
47,Ubuntu611,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,Argentina,"“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
48,ErickBracamonte,"SEBASOLE, ignaciobriones ","@SEBASOLE @ignaciobriones_ Yo pensé “fue más acelerado el envejecimiento de lo que muestran los meses 🤣🤣🤣🤣”, porque vi primero al pelaito que está más cerca",False,Antofagasta,Yo pensé “fue más acelerado el envejecimiento de lo que muestran los meses ” porque vi primero al pelaito que está más cerca,0.0
49,LaPublicacion,,"🔥 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/ke1lx7hJrI",False,"Madrid, Comunidad de Madrid",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
50,outrogalegomais,migquintana,@migquintana Un espejo para messi en eso de la longevidad,False,"A Coruña, Galiza",Un espejo para messi en eso de la longevidad,0.0
51,ProEnlace,,🔥 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/QC8jqds1tc,False,España,Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
52,Tuitores,,⚡️ Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/pwPqKy8wZK,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
53,SoyBiotec,MarJungle,"@MarJungle Y como estudian envejecimiento, lo relacionan con las enfermedades no genéticas más ligadas a la edad. Y en ningún momento habla que sea específicamente ese tipo de estrés. Dice ""early events in life might also affect the predisposition...""",False,El Labo,Y como estudian envejecimiento lo relacionan con las enfermedades no genéticas más ligadas a la edad Y en ningún momento habla que sea específicamente ese tipo de estrés Dice early events in life might also affect the predisposition,-0.6124
54,TeActualizas,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/8kors1J8Ze",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
55,admtvoscoles,eldiarioes,El ‘boom’ de inversiones en residencias de mayores: los fondos hacen caja con el envejecimiento ante la falta de oferta pública https://t.co/XNluEWotPJ a través de @eldiarioes,False,Santander,El ‘boom’ de inversiones en residencias de mayores los fondos hacen caja con el envejecimiento ante la falta de oferta pública  a través de,0.0
56,itsanalberto,RedEn UChile,@RedEn_UChile Relojes de envejecimiento de metilación del ADN: desafíos y recomendaciones https://t.co/wkHxR5gC3m,False,"Mendoza, Argentina",Relojes de envejecimiento de metilación del ADN desafíos y recomendaciones,0.0772
57,itsanalberto,,Relojes de envejecimiento de metilación del ADN: desafíos y recomendaciones https://t.co/wkHxR4Z0EM,False,"Mendoza, Argentina",Relojes de envejecimiento de metilación del ADN desafíos y recomendaciones,0.0772
58,LaRedRevela,,🔥 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/8IezXm7D8y,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
59,Tuiterricolas,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/z3tXyqAP3s",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
60,leoxdjjlol,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,,"“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
61,Azotamentes ,,📺 Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/Eb6ktdpSID,False,En tu mente,Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud,0.0
62,MartaOfelia4,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,,"“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
63,c verasaldivia,,"Que #luciahiriart cuente el secreto para la longevidad podría mejorar nuestro sistema de salud, de los mejores del mundo.",False,Chile,Que luciahiriart cuente el secreto para la longevidad podría mejorar nuestro sistema de salud de los mejores del mundo,0.7964
64,LaCronologia,,📌 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/k9E1wrIy7G,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
65,RotaDatos,,"🔥 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/Hu0istRoik",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
66,enriqueActuario,,Parece que en la UE ya están dando ideas para resolver el problema de la longevidad y el@su@rnto del gasto danitario https://t.co/yhTosNdCjr,False,,Parece que en la UE ya están dando ideas para resolver el problema de la longevidad y el del gasto danitario,0.128
67,msolecvic,"villegas josepm, ed Creativo",RT @villegas_josepm: El envejecimiento de la población y el riesgo de la dependencia https://t.co/b9MyUXnpMn via @ed_Creativo,True,Vic,El envejecimiento de la población y el riesgo de la dependencia  via,-0.2732
68,patrey,,COMO REVERTIR EL ENVEJECIMIENTO https://t.co/FwsGEH6wJM,False,Chile,COMO REVERTIR EL ENVEJECIMIENTO,0.0
69,RepartoDigital,,⚡️ Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/TpHIP1gePp,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
70,patrey,YouTube,COMO REVERTIR EL ENVEJECIMIENTO https://t.co/fWZUo1kycn vía @YouTube,False,Chile,COMO REVERTIR EL ENVEJECIMIENTO  vía,0.0
71,kikedvg99,revistaeria,"RT @revistaeria: En nuestro volumen 99-100, Berta López Fernández (2016) proyectaba el riesgo de despoblación en Asturias a la escala parro…",True,,En nuestro volumen 99100 Berta López Fernández 2016 proyectaba el riesgo de despoblación en Asturias a la escala parro…,-0.2732
72, JavierSantos ,,"La Liga empezó con Aduriz tumbando al Barça y multitud de elogios merecidos al donostiarra y su longevidad. ¿Qué hacemos con este muchacho, que sigue tumbando rivales con dos goles en 15’? https://t.co/0w9PtclXDZ",False,Sevilla,La Liga empezó con Aduriz tumbando al Barça y multitud de elogios merecidos al donostiarra y su longevidad ¿Qué hacemos con este muchacho que sigue tumbando rivales con dos goles en 15’,0.5574
73,GacetaMadrid,,⚡️ Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/O9gaI7hHP0,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
74,FagoagaFuen,elbotiquinmx,"RT @elbotiquinmx: Si tienes 34 o más, lamentamos decirte que ya estás envejeciendo. https://t.co/JgfGQ131ee",True,,Si tienes 34 o más lamentamos decirte que ya estás envejeciendo,-0.4728
75,GrandesMedios,,📌 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/NGHd165e6I,False,"Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
76,martaft1,RafaelRuiz1957,RT @RafaelRuiz1957: Se equivoca usted Sra. Bachelet. La mayor amenaza a los #DerechosHumanos y a la #Humanidad es el envejecimiento de la p…,True,,Se equivoca usted Sra Bachelet La mayor amenaza a los DerechosHumanos y a la Humanidad es el envejecimiento de la p…,-0.3182
77,ProEnlace,,"📌 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/SJje0Q3VoC",False,España,Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
78,TuitReportes,,⚡️ Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/QIzLkf2Oc4,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
79,Tuiterricolas,,"🔥 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/ivktuSi00g",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
80,ManisaTardis,,"😺✏ — Probablemente pero a ver pensemos, necesitaban vacaciones, si no explicame el rápido envejecimiento de ambos, fue… https://t.co/5na4Ap826P",False,"Salamanca, España",— Probablemente pero a ver pensemos necesitaban vacaciones si no explicame el rápido envejecimiento de ambos fue…,0.0
81,GacetaMadrid,,🔥 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/YA4AObb5MS,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
82,MultiGaceta,,📌 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/AkGVINGgsf,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
83,ileoncom,,"Coches más viejos y más inspecciones en ITV. La evolución del parque móvil de Castilla y León.
https://t.co/hnCjvulYaN",False,León,Coches más viejos y más inspecciones en ITV La evolución del parque móvil de Castilla y León,0.0
84,SuperTrinos,,🔥 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/2Hkd9xdy9N,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
85,AgendaOnline,,"📌 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/zKD1jST4UW",False,"Madrid, Comunidad de Madrid",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
86,turoninos,revistaeria,"RT @revistaeria: En nuestro volumen 99-100, Berta López Fernández (2016) proyectaba el riesgo de despoblación en Asturias a la escala parro…",True,"Valladolid, España",En nuestro volumen 99100 Berta López Fernández 2016 proyectaba el riesgo de despoblación en Asturias a la escala parro…,-0.2732
87,GiraInformativa,,⚡️ Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/wXAdWfVY6W,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
88,conocersalud,,Lácteos y carnes son beneficiosos para la salud del corazón y la longevidad https://t.co/hQZj0M2Bv5,False,España,Lácteos y carnes son beneficiosos para la salud del corazón y la longevidad,0.4404
89,CLICMODO,,🔥 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/NQUnX6Onsm,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
90,DianaModest,,"Cuatro hermanos de 110, 109, 103 y 101 años iluminan los genes de la longevidad https://t.co/dZNbbdadKL",False,"Puebla, México",Cuatro hermanos de 110 109 103 y 101 años iluminan los genes de la longevidad,0.0
91,ZoylaCiega,TuSaludVisual,RT @TuSaludVisual: La degeneración macular asociada a la edad (DMAE) es la pérdida progresiva de visión central debido al envejecimiento de…,True,El punto ciego del sur.,La degeneración macular asociada a la edad DMAE es la pérdida progresiva de visión central debido al envejecimiento de…,-0.0772
92,Enteremonos,,⚡️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/pyJ9SERnCw,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
93,InfoLecturas,,⚡️ Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/dmMGerjxBH,False,"Valencia, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
94,dariocoe,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,Resistencia Chaco,"“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
95,TeActualizas,,⚡️ Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/wXlIoxWUui,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
96,EmiliaQueiroga,,"Cuatro hermanos de 110, 109, 103 y 101 años iluminan los genes de la longevidad https://t.co/h9EQMTuCPa",False,Brasil,Cuatro hermanos de 110 109 103 y 101 años iluminan los genes de la longevidad,0.0
97,Reportes24H,,📌 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/r892smmDXg,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
98,ProEnlace,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/SJje0Q3VoC",False,España,Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
99,Eloisa1602,DianaPacios,"RT @DianaPacios: “Desde 1980, se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron. 
Es el equivalente a…",True,,"“Desde 1980 se han producido 52 millones de abortos en la UE”
52 millones de niños que no nacieron 
Es el equivalente a…",0.0
100,ClubEditorial,,"📌 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/iC8rxDFEbY",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
101,yohn46,EjeDigital,"RT @EjeDigital: 📌 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/0NG9c22FhD",True,VENEZUELA,¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
102,diariodeponfe,Infobierzo,"• El envejecimiento de los vehículos en CyL incrementa un 10% las visitas a ITV en cinco años: Faros, ruedas y frenos los mayores motivos del rechazo | @Infobierzo - https://t.co/3489RkhLtH",False,"Castilla y León, España",• El envejecimiento de los vehículos en CyL incrementa un 10 las visitas a ITV en cinco años Faros ruedas y frenos los mayores motivos del rechazo,-0.5423
103,dorkas79,"OscaPeter, dorkas79, SevillaCivica, jaimebretonbesn, EmergenciasSev, Ayto Sevilla","RT @OscaPeter: @dorkas79 @SevillaCivica @jaimebretonbesn @EmergenciasSev @Ayto_Sevilla La dinámica siempre es la misma, familias pobres que…",True,"Sevilla, España",La dinámica siempre es la misma familias pobres que…,-0.128
104,BlogDespabilate,,REVIERTEN EL ENVEJECIMIENTO BIOLÓGICO – RECUPERAN 2 AÑOS DE JUVENTUD EN PROMEDIO https://t.co/OHOc3OyrJE,False,El Mundo,REVIERTEN EL ENVEJECIMIENTO BIOLÓGICO – RECUPERAN 2 AÑOS DE JUVENTUD EN PROMEDIO,0.0
105,EjeDigital,,"📌 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/0NG9c22FhD",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
106,Postematico,,"⚡️ Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/oP9k1ZbLwe",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
107, newspaperboys ,,☀️ ¿Cuál es el secreto de la longevidad de las tortugas?... https://t.co/k52uli007G,False,España,¿Cuál es el secreto de la longevidad de las tortugas,0.0
