,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
195,jjcaston,"AEFALICANTE, Fundesem","RT @AEFALICANTE: 🌳 La Jornada 'Impacto Socioeconómico del Envejecimiento en la provincia de #Alicante' en @Fundesem, nos dejó importantes r…",True,,La Jornada Impacto Socioeconómico del Envejecimiento en la provincia de Alicante en  nos dejó importantes r…,0.2023
196,TecNovedosos,,📌 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/0BvKJbqZlL,False,España,Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
197,ElIlustrativo,,"📌 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/5GjEmKl3fk",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
198,andres pina,EdPFMA,RT @EdPFMA: «El efecto de la longevidad es una medida de cómo la edad biológica ha cambiado respecto a la cronológica. Una consecuencia de…,True,Alicante / Madrid,«El efecto de la longevidad es una medida de cómo la edad biológica ha cambiado respecto a la cronológica Una consecuencia de…,0.4767
199,caminerodo,"NEUDC RNE, grandesamigos ","RT @NEUDC_RNE: En la tertulia conversamos sobre la soledad de nuestros mayores con Mayte Sancho, presidenta de @GrandesAmigos_; y con @Edel…",True,,En la tertulia conversamos sobre la soledad de nuestros mayores con Mayte Sancho presidenta de  y con …,-0.4215
200,NeoInformes,,🔥 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/vpIHG8Rui2,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
201,APECspain,,"#Formación de #Mindfulness en #personasmayores,90 min,20€
➡️#Atención #ConcienciaCorporal #Bienestar #dolor en #TerceraEdad #envejecimiento

#psicóloga #psicólogo
▶️Te puedes apuntar aqui👉
https://t.co/1ZcsLTkizn
⏩Si nos quieres preguntar algo😉👉 625 047 300

Os esperamos!👭 https://t.co/4zAa15YqQD",False,España,"Formación de Mindfulness en personasmayores90 min20€
Atención ConcienciaCorporal Bienestar dolor en TerceraEdad envejecimiento

psicóloga psicólogo
Te puedes apuntar aqui

Si nos quieres preguntar algo 625 047 300

Os esperamos",-0.0258
202,RepartoDigital,,🔥 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/AgoZxzzhbX,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
203,EduBeltranEdu,"pedroariel1974, jorge palazon","RT @pedroariel1974: @jorge_palazon Musical y técnicamente los Stones nunca se destacaron, más bien son parte de la cultura y la tradición p…",True,"Sabadell, Catalunya",Musical y técnicamente los Stones nunca se destacaron más bien son parte de la cultura y la tradición p…,0.0
204,nomedalagana10,"NEUDC RNE, grandesamigos ","RT @NEUDC_RNE: En la tertulia conversamos sobre la soledad de nuestros mayores con Mayte Sancho, presidenta de @GrandesAmigos_; y con @Edel…",True,En algun lugar de la “nada”,En la tertulia conversamos sobre la soledad de nuestros mayores con Mayte Sancho presidenta de  y con …,-0.4215
205,MartinP39777865,"jaclabella, MiguelFNogueira",RT @jaclabella: @MiguelFNogueira Nogueira con la app de envejecimiento 🙄,True,,Nogueira con la app de envejecimiento,0.0
206,TuitSugerido,,⚡️ Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/5vlSLsYqtW,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
207,TecNovedosos,,⚡️ Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/6aWqh3bA0H,False,España,Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
208,TuiterPro,,⚡️ Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/UZnh7Zyj2R,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
209,InFreakWorld,,"🎯 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/zWy9LqVrdG",False,Alfa Centauri,Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular,-0.7906
210,InterDifusion,,📌 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/BupsCdWh5N,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
211,Hiperenlazados,,⚡️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/56UZoSmxuu,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
212,eloskitar84,TennisChannels,@TennisChannels Signos claros de envejecimiento terrestre,False,"Benidorm, Comunidad Valenciana",Signos claros de envejecimiento terrestre,0.3818
213,Jodasko,,"Deberían limitar la pensión de vejez a los padres o individuos sin hijos, ya que constribuyen al envejecimiento de la población. No será los hijos de los demás que mantenga su falta de madurez y compromiso... He dicho!",False,cuckooland,Deberían limitar la pensión de vejez a los padres o individuos sin hijos ya que constribuyen al envejecimiento de la población No será los hijos de los demás que mantenga su falta de madurez y compromiso He dicho,0.0772
214,ReporteActivo,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/2l3CrTQpwZ",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
215,AgendaOnline,,📌 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/ZFzvsqSYfn,False,"Madrid, Comunidad de Madrid",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
216,villegas josepm,ed Creativo,El envejecimiento de la población y el riesgo de la dependencia https://t.co/b9MyUXnpMn via @ed_Creativo,False,,El envejecimiento de la población y el riesgo de la dependencia  via,-0.2732
217,RotaDatos,,⚡️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/oY7ha7oswz,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
218,DonSinoptico,,"🔥 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/gjDo6Kp7H4",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
219,GuardiaDigital,,📌 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/qPNhCCAAhY,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
220,LosArticulistas,,📌 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/3h8GyLkL0i,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
221,Tuiterricolas,,"📌 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/uz5U623CDa",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
222,enondamx,,"Caminar lento a los 45 años, un indicador de #envejecimiento acelerado 🎯 #TodoEnUnSóloLugar https://t.co/QPeuoiXs5w #salud",False,Mexico,Caminar lento a los 45 años un indicador de envejecimiento acelerado  TodoEnUnSóloLugar  salud,0.0
223,Postematico,,"🔥 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/oP9k1ZbLwe",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
224,ItaborahySilva,diario24horas,"RT @diario24horas: Ahora podrás saber si tienes envejecimiento acelerado
 https://t.co/s5VQD5HqBJ",True,,Ahora podrás saber si tienes envejecimiento acelerado,0.0
225,ReporteActivo,,⚡️ ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/41Mcb7Rjlu,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
226,TeActualizas,,"📌 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/8kors1J8Ze",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
227,GiraInformativa,,📌 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/vJszWBAuTi,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
228,ItaborahySilva,LaCronologia,RT @LaCronologia: 📌 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/VtT4vjgMcG,True,,Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
229,Postematico,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/n7df6ZGfTR",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
230,UltraTextual,,🔥 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/oIZ2EdeYSb,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
231,MatiaFundazioa,"NEUDC RNE, grandesamigos ","RT @NEUDC_RNE: En la tertulia conversamos sobre la soledad de nuestros mayores con Mayte Sancho, presidenta de @GrandesAmigos_; y con @Edel…",True,"San Sebastián, España",En la tertulia conversamos sobre la soledad de nuestros mayores con Mayte Sancho presidenta de  y con …,-0.4215
232,CondeMorala,,Prevenir? Una palabra curiosa para tratar del envejecimiento...acaso es ahora una enfermedad? https://t.co/s5TctMDw0m,False,"Madrid, España",Prevenir Una palabra curiosa para tratar del envejecimientoacaso es ahora una enfermedad,0.34
233,ItaborahySilva,EjeDigital,"RT @EjeDigital: ⚡️ Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/2X3n5Ijqmt",True,,Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
234,Flipa net,,☀️ ¿Cuál es el secreto de la longevidad de las tortugas?... https://t.co/3OXzsNMiLH,False,España,¿Cuál es el secreto de la longevidad de las tortugas,0.0
235,dgrdavidgrincon,conabuelapepa,"RT @conabuelapepa: CIRUELAS. Su gran aporte de vitamina E actúa contra el envejecimiento. Además son muy antioxidantes y depurativas.
https…",True,Madrid,"CIRUELAS Su gran aporte de vitamina E actúa contra el envejecimiento Además son muy antioxidantes y depurativas
https…",0.743
236,NotaVeraz,,📌 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/1kcjBD2nnH,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
237,ClubEditorial,,🔥 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/0aTQwSBoQM,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
238,davidgrincon,conabuelapepa,"RT @conabuelapepa: CIRUELAS. Su gran aporte de vitamina E actúa contra el envejecimiento. Además son muy antioxidantes y depurativas.
https…",True,Madrid,"CIRUELAS Su gran aporte de vitamina E actúa contra el envejecimiento Además son muy antioxidantes y depurativas
https…",0.743
239,InfoLecturas,,⚡️ Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/aW09cy27Tk,False,"Valencia, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
240,Azotamentes ,,☀️ ¿Cuál es el secreto de la longevidad de las tortugas?... https://t.co/K79Ny79mN0,False,En tu mente,¿Cuál es el secreto de la longevidad de las tortugas,0.0
241,DA aranda,Geriatriamexico,RT @Geriatriamexico: La #depresión predispone a muchas enfermedades como demencia o eventos vasculares. Se ha demostrado que la depresión a…,True,"Revolución-Tabacalera, Cuauhté",La depresión predispone a muchas enfermedades como demencia o eventos vasculares Se ha demostrado que la depresión a…,-0.5719
242,mari38jo,,"... a) las ingentes inversiones que eso ha necesitado, realizadas por las operadoras. Más bien por una. 
B) que el problema está más bien en la baja tasa de adopción y uso digital y en las habilidades digitales...
C) en la baja densidad de población y su envejecimiento.",False,,"a las ingentes inversiones que eso ha necesitado realizadas por las operadoras Más bien por una 
B que el problema está más bien en la baja tasa de adopción y uso digital y en las habilidades digitales
C en la baja densidad de población y su envejecimiento",-0.5574
243,conabuelapepa,,"CIRUELAS. Su gran aporte de vitamina E actúa contra el envejecimiento. Además son muy antioxidantes y depurativas.
https://t.co/5mZh34Nwj0

#ciruelas #depurativas #antienvejecimiento #vitaminaE #abuelapepa https://t.co/nduea5aH5e",False,,"CIRUELAS Su gran aporte de vitamina E actúa contra el envejecimiento Además son muy antioxidantes y depurativas


ciruelas depurativas antienvejecimiento vitaminaE abuelapepa",0.743
244,NEUDC RNE,"grandesamigos , Edel Barrio, MatiaFundazioa, seggeriatria","En la tertulia conversamos sobre la soledad de nuestros mayores con Mayte Sancho, presidenta de @GrandesAmigos_; y con @Edel_Barrio, socióloga de la @MatiaFundazioa y coordinadora del grupo de Imagen y Envejecimiento de la @seggeriatria. https://t.co/IHNGhKNg8J https://t.co/VQ8YnOa13V",False,España,En la tertulia conversamos sobre la soledad de nuestros mayores con Mayte Sancho presidenta de  y con  socióloga de la  y coordinadora del grupo de Imagen y Envejecimiento de la,-0.4215
245,jmouliaa,TuiterPro,"RT @TuiterPro: ⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/PC8iTK1kOU",True,Zaragoza,Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
246,EfectoCognitivo,,📌 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/9jFv37ZIIm,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
247,RotaDatos,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/s509j5GReF",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
248,ElIlustrativo,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/b9pTey12Yb",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
249,ApunteIndicado,,⚡️ Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/ui1mYBmV0i,False,"Sevilla, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
250,InfoTextual,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/zRzXOqCs97",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
251,montzalbo,"RevistArtishock, FundacionPROA",@RevistArtishock @FundacionPROA Cambia la tragedia personal. Buscando áreas donde sembrar. Subyace aún la manera de crear. Tocar los bordes de lo real. Sucumbe la apoteosis sideral. El terreno se abre. Los artistas expanden. Hacen llorar. Lo fraterno alcanza longevidad. Cada obra expresa lo que duele. Despertar,False,,Cambia la tragedia personal Buscando áreas donde sembrar Subyace aún la manera de crear Tocar los bordes de lo real Sucumbe la apoteosis sideral El terreno se abre Los artistas expanden Hacen llorar Lo fraterno alcanza longevidad Cada obra expresa lo que duele Despertar,-0.8519
252,SuperTrinos,,"📌 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/pffRKjMrgC",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
253,NewsNutricion,,"✨ El tabaco produce además envejecimiento prematuro de la piel, mal aliento en la boca, mal olor de la ropa y mancha los dientes. #TipsSalud ⬅️",False,En la nube ☁ ,El tabaco produce además envejecimiento prematuro de la piel mal aliento en la boca mal olor de la ropa y mancha los dientes TipsSalud,-0.7906
254,Lecturas24H,,⚡️ Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/BV5DyA35Vl,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
255,CLICMODO,,"📌 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/NQUnX6Onsm",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
256,InfoTextual,,⚡️ Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/yzq7Pks2dK,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
257,lextresabogados,,"El progresivo envejecimiento de la población supone un reto para la sostenibilidad de las pensiones y del estado del bienestar, pero también una oportunidad de negocio millonario https://t.co/yJaDuoDlfx",False,🅔🅤🅡🅞🅟🅔 - 🅢🅟🅐🅘🅝,El progresivo envejecimiento de la población supone un reto para la sostenibilidad de las pensiones y del estado del bienestar pero también una oportunidad de negocio millonario,0.5927
258,InfoLecturas,,"📌 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/UoPiDDlAxD",False,"Valencia, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
259,AlfonsoPinanaMF,ticbiomed,RT @ticbiomed: 🏆 ¿Trabajas en temas de envejecimiento activo? ¡Hay un premio para ti! Si has implementado con éxito una solución digital de…,True,,¿Trabajas en temas de envejecimiento activo ¡Hay un premio para ti Si has implementado con éxito una solución digital de…,0.8481
260,laverdad es,,"El progresivo envejecimiento de la población supone un reto para la sostenibilidad de las pensiones y del estado del bienestar, pero también una oportunidad de negocio millonario https://t.co/8OybKgmjZ5",False,Región de Murcia,El progresivo envejecimiento de la población supone un reto para la sostenibilidad de las pensiones y del estado del bienestar pero también una oportunidad de negocio millonario,0.5927
261,LorcaManoli,GrandesAmigos  ,"RT @GrandesAmigos__: No es fácil explicar por qué tantas #personasmayores se sienten solas: se requiere investigación, trabajo de campo...…",True,,No es fácil explicar por qué tantas personasmayores se sienten solas se requiere investigación trabajo de campo…,-0.5277
262,diario24horas,,Con análisis de sangre podrás saber si envejeces de forma acelerada  https://t.co/s5VQD5HqBJ,False,México,Con análisis de sangre podrás saber si envejeces de forma acelerada,0.0
263,javiergoiko,Geriatriamexico,RT @Geriatriamexico: La #depresión predispone a muchas enfermedades como demencia o eventos vasculares. Se ha demostrado que la depresión a…,True,"Bizkaia, País Vasco. Spain",La depresión predispone a muchas enfermedades como demencia o eventos vasculares Se ha demostrado que la depresión a…,-0.5719
264,Rodriguez96Javi,nu TRIceci,"RT @nu_TRIceci: Nuevos conocimientos sobre envejecimiento.

✓Tenemos 3 ""oleadas"": a los 36 años, a los 60 y a los 78; debido a las ondulaci…",True,,"Nuevos conocimientos sobre envejecimiento

Tenemos 3 oleadas a los 36 años a los 60 y a los 78 debido a las ondulaci…",0.0
265,UltraTextual,,⚡️ Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/1LIlZIB5Kc,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
266,TuiterPro,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/PC8iTK1kOU",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
267,UltraTextual,,"🔥 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/5XNCkE797m",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
268,TecNovedosos,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/s3jUnseAYl",False,España,Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
269,SuperTrinos,,🔥 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/IP8AKs0eqD,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
270,LaRedRevela,,🔥 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/UzsGEYI4Fg,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
271,javiergoiko,Geriatriamexico,RT @Geriatriamexico: Se estima que para el año 2030 habrá 15 millones de #PersonasMayores en el mundo con trastornos mentales graves. Para…,True,"Bizkaia, País Vasco. Spain",Se estima que para el año 2030 habrá 15 millones de PersonasMayores en el mundo con trastornos mentales graves Para…,-0.3818
272,MatiaFundazioa,GrandesAmigos  ,"RT @GrandesAmigos__: No es fácil explicar por qué tantas #personasmayores se sienten solas: se requiere investigación, trabajo de campo...…",True,"San Sebastián, España",No es fácil explicar por qué tantas personasmayores se sienten solas se requiere investigación trabajo de campo…,-0.5277
273,sandin5,GrandesAmigos  ,"RT @GrandesAmigos__: No es fácil explicar por qué tantas #personasmayores se sienten solas: se requiere investigación, trabajo de campo...…",True,Madrid,No es fácil explicar por qué tantas personasmayores se sienten solas se requiere investigación trabajo de campo…,-0.5277
274,GrandesAmigos  ,"sancho mayte, GrandesAmigos  , MatiaFundazioa, NEUDC RNE, CarlesMesa","No es fácil explicar por qué tantas #personasmayores se sienten solas: se requiere investigación, trabajo de campo... como hace @sancho_mayte de @GrandesAmigos__ y @MatiaFundazioa. Escúchala este domingo desde las 10h en @NEUDC_RNE con @CarlesMesa 🎙https://t.co/VLaPO92fBI https://t.co/J6V6WB5PSL",False,Madrid · Galicia · Euskadi,No es fácil explicar por qué tantas personasmayores se sienten solas se requiere investigación trabajo de campo como hace  de  y  Escúchala este domingo desde las 10h en  con,-0.5277
275,Beatriz78416642,Irma Sandoval,@Irma_Sandoval Que disfrute de las comodidades y modernidades de Cuba y se quede ahí para siempre! Aunque también está Venezuela otra gran opción para que ahí continúe su envejecimiento en compañía de su amado Maduro,False,,Que disfrute de las comodidades y modernidades de Cuba y se quede ahí para siempre Aunque también está Venezuela otra gran opción para que ahí continúe su envejecimiento en compañía de su amado Maduro,0.9246
276,CLICMODO,,"⚡️ Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/C2NHIAUlVe",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
277,TuitSugerido,,"📌 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/hhQB4WfguX",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
278,Datos365,,📌 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/iO6yfHarPl,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
279,GuardiaDigital,,📌 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/wb2O6sWZws,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
280,EfectoCognitivo,,"⚡️ Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/2Wjh7UmWng",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
281,ElIlustrativo,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/b9pTey12Yb",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
282,VictorCotoOrdas,elcomerciodigit,La pérdida de población y el envejecimiento en #Asturias avanzan a un ritmo dramático https://t.co/SfpWeFwMCO a través de @elcomerciodigit,False,"La Fresneda, España",La pérdida de población y el envejecimiento en Asturias avanzan a un ritmo dramático  a través de,-0.3182
283,ClubEditorial,,"⚡️ Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/R9oHJX4Ss3",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
284,ticbiomed,EIP AHA,"🏆 ¿Trabajas en temas de envejecimiento activo? ¡Hay un premio para ti! Si has implementado con éxito una solución digital de ""Active and Healthy Ageing"" en tu organización, preséntate antes del 20 de diciembre. #AHA #SaludDigital @EIP_AHA https://t.co/MtDJ8qmv7x",False,"Murcia, España",¿Trabajas en temas de envejecimiento activo ¡Hay un premio para ti Si has implementado con éxito una solución digital de Active and Healthy Ageing en tu organización preséntate antes del 20 de diciembre AHA SaludDigital,0.9423
285,InterDifusion,,"🔥 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/BupsCdWh5N",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
286,maldonado jm,,Tribuna | El envejecimiento como oportunidad económica https://t.co/pOkYJZniLV,False,SEVILLA,Tribuna  El envejecimiento como oportunidad económica,0.4215
287,SilviaAquino1,"1765Hitchcock, GFrondizi",@1765Hitchcock @GFrondizi SABÍAS QUE NO HAY EDAD P MORIRSE?? QUE ES MÁS PROBABLE QUE SE MUERAN MUCHOS MÁS JÓVENES QUE VIVEN DROGADOS CON MERCA DE PÉSIMA CALIDAD QUE LOS MAYORES CUYA LONGEVIDAD HOY SE EXTIENDE A 90 AÑOS??,False,Argentina,SABÍAS QUE NO HAY EDAD P MORIRSE QUE ES MÁS PROBABLE QUE SE MUERAN MUCHOS MÁS JÓVENES QUE VIVEN DROGADOS CON MERCA DE PÉSIMA CALIDAD QUE LOS MAYORES CUYA LONGEVIDAD HOY SE EXTIENDE A 90 AÑOS,-0.9403
288,Datos365,,🔥 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/M5rnwddFhB,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
289,d pajuel,nu TRIceci,"RT @nu_TRIceci: Nuevos conocimientos sobre envejecimiento.

✓Tenemos 3 ""oleadas"": a los 36 años, a los 60 y a los 78; debido a las ondulaci…",True,,"Nuevos conocimientos sobre envejecimiento

Tenemos 3 oleadas a los 36 años a los 60 y a los 78 debido a las ondulaci…",0.0
290,LosArticulistas,,📌 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/uGTL4574ya,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
291,noticiaaldia,,"El envejecimiento comienza a los 34 años, según la ciencia https://t.co/M2oSqnZ7pE",False,"Maracaibo, Venezuela.",El envejecimiento comienza a los 34 años según la ciencia,0.0
292,TuiterPro,,"📌 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/ybJlyyCvy3",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
293,MultiGaceta,,🔥 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/4ZNgJiDpJj,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
294,alexiabreli,AreaEditorial,RT @AreaEditorial: 🔥 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/spLDIWlscy,True,,Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
295,Informedios,,🔥 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/wedNgAp5iz,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
296,AreaEditorial,,🔥 Sentirte joven hará que se retrase el envejecimiento de tu cerebro https://t.co/spLDIWlscy,False,"Comunidad de Madrid, España",Sentirte joven hará que se retrase el envejecimiento de tu cerebro,-0.3182
297,Enteremonos,,⚡️ Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/W2LLAhIA72,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
298,NicolasBenenati,runners es,"RT @runners_es: Seguramente sabías que correr los 42,145 km de una maratón mejoraba tu condición física, pero no que puede ser tu fuente de…",True,,Seguramente sabías que correr los 42145 km de una maratón mejoraba tu condición física pero no que puede ser tu fuente de…,0.4404
299,Reportes24H,,"📌 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/gVEdYncoxQ",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
