,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
179,Tuiterricolas,,🔷 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/ivktuSi00g,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
180,DiogenesPereyr3,elbotiquinmx,RT @elbotiquinmx: Esto las convierte en una fuente perfecta para luchar contra el envejecimiento. https://t.co/r055SET8OR,True,"San Cristóbal, Dominican Repub",Esto las convierte en una fuente perfecta para luchar contra el envejecimiento,0.296
181,LxyZz,,"Cuatro hermanos de 110, 109, 103 y 101 años iluminan los genes de la longevidad https://t.co/OcqN1LrlQQ",False,,Cuatro hermanos de 110 109 103 y 101 años iluminan los genes de la longevidad,0.0
182,marcosbelgrano,,"Más que preocuparnos por vivir mucho, deberíamos hacerlo por vivir bien, ya que la longevidad depende en gran medida de esto último.
#EmebéRedes #CommunityManager #RedesSociales #SocialMedia #SEO #Branding #MarketingDigital #PublicidadDigital #ComunicaciónDigital #RRPPDigital https://t.co/OYJxhq8CWB",False,"Pilar, Argentina","Más que preocuparnos por vivir mucho deberíamos hacerlo por vivir bien ya que la longevidad depende en gran medida de esto último
EmebéRedes CommunityManager RedesSociales SocialMedia SEO Branding MarketingDigital PublicidadDigital ComunicaciónDigital RRPPDigital",-0.2023
183,InfoMedspine,,"Prácticamente todas las personas mayores de 60 años muestran signos de artrosis en al menos una articulación.
La actividad física adecuada es capaz de mantener la función muscular y la salud articular frenando los efectos adversos del envejecimiento.
https://t.co/YRINxz8Twf https://t.co/QvmDsx1r9c",False,"Valencia, ESPAÑA","Prácticamente todas las personas mayores de 60 años muestran signos de artrosis en al menos una articulación
La actividad física adecuada es capaz de mantener la función muscular y la salud articular frenando los efectos adversos del envejecimiento",-0.1531
184,RepartoDigital,,"🔷 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/NrVqURIOrg",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
185,increscendo99,,♻️ ¿Cuál es el secreto de la longevidad de las tortugas?... https://t.co/ZhuTuOJYtn,False,"Amsterdam, Spain",¿Cuál es el secreto de la longevidad de las tortugas,0.0
186,FelipeCubate,"SSDelReloncavi, ministeriosalud","RT @SSDelReloncavi: En el marco del programa del @ministeriosalud ""Más Adultos Mayores Autovalentes"" en el Cesfam #PuertoVaras se desarroll…",True,"Puerto Montt, Chile",En el marco del programa del  Más Adultos Mayores Autovalentes en el Cesfam PuertoVaras se desarroll…,0.0
187,JOAQUIN79574795,"Funcionariohum1, anadebande, GPPopular, borrego corte, tu abandono, APFP ES, CSIFPRISIONES, cayetanaAT, pablocasado , populares",RT @Funcionariohum1: @anadebande @GPPopular @borrego_corte @tu_abandono @APFP_ES @CSIFPRISIONES @cayetanaAT @pablocasado_ @populares @ppdeg…,True,,…,0.0
188,yokymp,,"El envejecimiento se ve acelerado por razones que podemos prevenir: sedentarismo, exceso de peso y mala alimentación. #Salud #Consejos #Medicina",False,,El envejecimiento se ve acelerado por razones que podemos prevenir sedentarismo exceso de peso y mala alimentación Salud Consejos Medicina,-0.4588
189,TemaGlobal,,"🔷 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/11o3Ybe3C7",False,"Madrid, Comunidad de Madrid",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
190,GorritiIon,ticbiomed,"RT @ticbiomed: ¿Trabajas en temas de envejecimiento activo? Si has implementado con éxito una solución digital de ""Active and Healthy Agein…",True,,¿Trabajas en temas de envejecimiento activo Si has implementado con éxito una solución digital de Active and Healthy Agein…,0.9118
191,JardAlbertoGR,,La #DietaMediterránea previene el envejecimiento celular https://t.co/pBbsfTiU3B,False,"Granada, España",La DietaMediterránea previene el envejecimiento celular,0.0772
192,UltraTextual,,🌀 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/gz31RXHS3i,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
193,65ymuchomas,,Investigadores españoles demuestran que una dieta saludable ralentiza el envejecimiento celular https://t.co/zNNYh6ouuQ,False,España,Investigadores españoles demuestran que una dieta saludable ralentiza el envejecimiento celular,0.4019
194,Hiperenlazados,,"🌀 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/BXd1RWt8GM",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
195,cesartorresno,,"Inteligencia artificial no esta en agenda de partidos políticos en el Perú. Ni un solo párrafo en el discurso de candidatos, no se oye. Difícil con tanto improvisado y reciclado. La mal llamada izquierda no sabe por ejemplo como abrir debate sobre longevidad y reforma sanitaria https://t.co/XmbF1mhDg6",False,Perú,Inteligencia artificial no esta en agenda de partidos políticos en el Perú Ni un solo párrafo en el discurso de candidatos no se oye Difícil con tanto improvisado y reciclado La mal llamada izquierda no sabe por ejemplo como abrir debate sobre longevidad y reforma sanitaria,0.7851
196,Pepbaga,JordiSalasSalva,RT @JordiSalasSalva: Investigadores de la URV identifican que una dieta saludable ralentiza el envejecimiento celular https://t.co/YkaG5iu2…,True,Reus,Investigadores de la URV identifican que una dieta saludable ralentiza el envejecimiento celular …,0.4019
197,RepartoDigital,,"🔷 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/8nxm0lYBHB",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
198,estrellanunez16,ticbiomed,"RT @ticbiomed: 🧓👴¿Cómo ayuda la tecnología a las personas mayores? ¿Sabes qué es ""la paradoja de la longevidad""? Hoy volvemos a Onda Cero @…",True,"Murcia, España",¿Cómo ayuda la tecnología a las personas mayores ¿Sabes qué es la paradoja de la longevidad Hoy volvemos a Onda Cero …,0.4069
199,malena1083,Expresoec,"RT @Expresoec: Aunque aún no se ha hallado la fuente de la eterna juventud, la ciencia sí ha encontrado una forma de retrasar el envejecimi…",True,"Guayaquil, Ecuador",Aunque aún no se ha hallado la fuente de la eterna juventud la ciencia sí ha encontrado una forma de retrasar el envejecimi…,-0.3182
200,TeActualizas,,🌀 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/ANuSEjtPlZ,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
201,EFEKEZE,isanidad,"RT @isanidad 
Expertos señalan que el #envejecimiento poblacional y el constante aumento de #enfermedadescrónicas suponen un mayor nivel de exigencia para AP, pero la inversión destinada para ello no es suficiente. #enfermeria #AtencionPrimaria https://t.co/A5hPWJZwTS",True,"País Vasco, España","RT  
Expertos señalan que el envejecimiento poblacional y el constante aumento de enfermedadescrónicas suponen un mayor nivel de exigencia para AP pero la inversión destinada para ello no es suficiente enfermeria AtencionPrimaria",0.1027
202,ZonaMediatica,,🌀 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/pfLxuvnJBD,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
203,Postematico,,"🔵 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/oP9k1ZbLwe",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
204,PalomaArinRV,"MiradasViajeras, CEOMA ong","RT @MiradasViajeras: 🗣️ Javier García, director gerente de @CEOMA_ong: ""Da igual que hagamos #Accesibles los destinos, los #cruceros... Som…",True,,Javier García director gerente de  Da igual que hagamos Accesibles los destinos los cruceros Som…,0.3612
205,DRASIERRAGUDIN,,"Las bolsas en ojos pueden aparecer por genética, falta de sueño, retención de líquidos, envejecimiento, etc.

Afortunadamente contamos con tratamientos para reducir o eliminar las bolsas de ojos sin cirugía en Cádiz ➡️ https://t.co/QnjLrIOSDs

#tratamientos #ojeras #jerez  #cadiz",False,Jerez de la Frontera (Cádiz),"Las bolsas en ojos pueden aparecer por genética falta de sueño retención de líquidos envejecimiento etc

Afortunadamente contamos con tratamientos para reducir o eliminar las bolsas de ojos sin cirugía en Cádiz  

tratamientos ojeras jerez  cadiz",-0.3182
206,sorrybae    ,Camila Vergara,RT @Camila_Vergara: En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,True,Chile,En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,-0.128
207,Enteremonos,,"🌀 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/W2LLAhIA72",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
208,Saludtarapaca,"SSDelReloncavi, ministeriosalud","RT @SSDelReloncavi: En el marco del programa del @ministeriosalud ""Más Adultos Mayores Autovalentes"" en el Cesfam #PuertoVaras se desarroll…",True,"Aníbal Pinto 815, Iquique",En el marco del programa del  Más Adultos Mayores Autovalentes en el Cesfam PuertoVaras se desarroll…,0.0
209,Tuiterricolas,,"🌀 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/z3tXyqAP3s",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
210,DonSinoptico,,"🔷 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/gjDo6Kp7H4",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
211,LaCronologia,,"🔷 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/Qm5GurDpWN",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
212,ElIlustrativo,,"🔷 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/5GjEmKl3fk",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
213,TeActualizas,,🌀 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/wXlIoxWUui,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
214,SSDelReloncavi,ministeriosalud,"En el marco del programa del @ministeriosalud ""Más Adultos Mayores Autovalentes"" en el Cesfam #PuertoVaras se desarrolla la ""Capacitación de líderes comunitarios"". Destacan temas de enfoque de género y envejecimiento activo. https://t.co/NWSDQQ9wZ1",False,"Chile, Región de los Lagos",En el marco del programa del  Más Adultos Mayores Autovalentes en el Cesfam PuertoVaras se desarrolla la Capacitación de líderes comunitarios Destacan temas de enfoque de género y envejecimiento activo,0.4019
215,Tuitores,,🔷 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/4CDROsLOrG,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
216,claudiatsr10,"velvet bet, Claudiashein, ocejoal",RT @velvet_bet: Vende tus productos en el Bazar Navideño para #PersonasMayores Aquí te brindamos información 👇🏽 @Claudiashein @ocejoal @CDM…,True,,Vende tus productos en el Bazar Navideño para PersonasMayores Aquí te brindamos información    …,0.4404
217,MariaAn58949514,"velvet bet, Claudiashein, ocejoal",RT @velvet_bet: Vende tus productos en el Bazar Navideño para #PersonasMayores Aquí te brindamos información 👇🏽 @Claudiashein @ocejoal @CDM…,True,"Tlalpan, Distrito Federal",Vende tus productos en el Bazar Navideño para PersonasMayores Aquí te brindamos información    …,0.4404
218,GuardiaDigital,,🔵 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/M0txj7AvR2,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
219,Informedios,,🔵 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/3KBzySd19G,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
220,LosArticulistas,,"🌀 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/o5D6lyWJnS",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
221,InFreakWorld,,🎯 Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/eGpB4vH3j6,False,Alfa Centauri,Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud,0.0
222,AECA ITV,AECA ITV,RT @AECA_ITV: El envejecimiento del parque automovilístico y la falta de mantenimiento son las principales causas de averías en #España htt…,True,"Madrid, Comunidad de Madrid",El envejecimiento del parque automovilístico y la falta de mantenimiento son las principales causas de averías en España htt…,-0.3182
223,VelaJuanvela,,La Red Europea de Envejecimiento (EAN) pone en marcha un Grupo de Trabajo de Nutrición - https://t.co/hPW5fhimZo #GoogleAlerts,False,"Madrid, Comunidad de Madrid",La Red Europea de Envejecimiento EAN pone en marcha un Grupo de Trabajo de Nutrición   GoogleAlerts,0.0
224,Lolynama,ProEnlace,RT @ProEnlace: 🔷 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/18wTXxz8cN,True,Venezuela,Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
225,UltraTextual,,"🔷 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/RHWAlJ0Y0B",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
226,acafarmur,,"Una dieta saludable ralentiza el envejecimiento celular
https://t.co/G1bd070nyE",False,,Una dieta saludable ralentiza el envejecimiento celular,0.4019
227,DebesLeerlo,,🔵 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/gs8weEF0af,False,"Madrid, Comunidad de Madrid",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
228,LosArticulistas,,🌀 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/BM1DuANBFL,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
229,ProEnlace,,🔷 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/18wTXxz8cN,False,España,Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
230,AgendaOnline,,🔵 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/IwRE07LNch,False,"Madrid, Comunidad de Madrid",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
231,NCDrusus38,AYAXTELMON,"RT @AYAXTELMON: El melocotón, es una de las frutas más diversas; es la virtud, el honor, la longevidad, y en la Inglaterra de los siglos XV…",True,Mausoleo de papi Augusto,El melocotón es una de las frutas más diversas es la virtud el honor la longevidad y en la Inglaterra de los siglos XV…,0.7184
232,ibarracerecer,,Una dieta saludable ralentiza el envejecimiento celular https://t.co/ywDxaETQzS https://t.co/rbRJs1FCdp,False,"Los Mochis, Sinaloa",Una dieta saludable ralentiza el envejecimiento celular,0.4019
233,Samuele23265708,,Una dieta saludable ralentiza el envejecimiento celular https://t.co/soRE1x7JSQ https://t.co/xQ9mBvdZO9,False,New York Estados Unidos,Una dieta saludable ralentiza el envejecimiento celular,0.4019
234,CantabriaLabsES,,"La línea Neostrata Skin Active cuenta con una sinergia de múltiples activos, siendo el complejo antioxidante un imprescindible en la línea, para frenar y prevenir los signos del envejecimiento.

👉 https://t.co/quOfmqh3eU https://t.co/STLsS8A28c",False,,La línea Neostrata Skin Active cuenta con una sinergia de múltiples activos siendo el complejo antioxidante un imprescindible en la línea para frenar y prevenir los signos del envejecimiento,0.4215
235,Datos365,,🔷 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/Xb546xppoW,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
236,ojedafelix7,cafecnn,@cafecnn Acá en costa rica se aplica. No se pueden ni mirar . Triste x ellas. Entonces para q se maquillan o quieren lucir atractivas si nadie se lo dirá ? . A eso se debe la alta homosexualidad y la longevidad de la población.,False,Costa rica ,Acá en costa rica se aplica No se pueden ni mirar  Triste x ellas Entonces para q se maquillan o quieren lucir atractivas si nadie se lo dirá   A eso se debe la alta homosexualidad y la longevidad de la población,0.5505
237,MauroCarrizo,Camila Vergara,RT @Camila_Vergara: En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,True,,En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,-0.128
238,SindicatoJoe,,🍁 El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard.... https://t.co/bIBauI18w0,False,Barcelona,El envejecimiento puede revertirse como cualquier enfermedad gracias a un fármaco sintetizado por la Escuela de Medicina de Harvard,0.6597
239,AgendaOnline,,"🔵 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/zKD1jST4UW",False,"Madrid, Comunidad de Madrid",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
240,herztag,Expresoec,"RT @Expresoec: Aunque aún no se ha hallado la fuente de la eterna juventud, la ciencia sí ha encontrado una forma de retrasar el envejecimi…",True,Via Lactea,Aunque aún no se ha hallado la fuente de la eterna juventud la ciencia sí ha encontrado una forma de retrasar el envejecimi…,-0.3182
241,TuitSugerido,,🌀 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/cGLNVI0JGH,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
242,TecNovedosos,,🌀 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/DT0MNsNCjo,False,España,Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
243,ISWEPartnership,,RT AmbienteVejez: Presentación del libro #Envejecimiento DE LA POBLACIÓN Y #CambioClimático. VULNERABILIDAD Y RESILIENCIA DESDE LA GERONTO…,True,"Chicago, IL",RT AmbienteVejez Presentación del libro Envejecimiento DE LA POBLACIÓN Y CambioClimático VULNERABILIDAD Y RESILIENCIA DESDE LA GERONTO…,-0.3885
244,sagrosus,Bioeconomia web,Desarrollan levaduras transgénicas que eviten el envejecimiento de la cerveza https://t.co/QVgAMY3r6P vía @bioeconomia_web,False,Argentina,Desarrollan levaduras transgénicas que eviten el envejecimiento de la cerveza  vía,0.0258
245,RvaVkg,Camila Vergara,RT @Camila_Vergara: En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,True,Chile,En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,-0.128
246,cejimsa,elbotiquinmx,RT @elbotiquinmx: Esto las convierte en una fuente perfecta para luchar contra el envejecimiento. https://t.co/r055SET8OR,True,Oaxaca Mexico,Esto las convierte en una fuente perfecta para luchar contra el envejecimiento,0.296
247,IFSW,AmbienteVejez,RT @AmbienteVejez: Presentación del libro #Envejecimiento DE LA POBLACIÓN Y #CambioClimático. VULNERABILIDAD Y RESILIENCIA DESDE LA GERONTO…,True,"Rheinfelden, Switzerland",Presentación del libro Envejecimiento DE LA POBLACIÓN Y CambioClimático VULNERABILIDAD Y RESILIENCIA DESDE LA GERONTO…,-0.3885
248,AESTE oficial,GeriatricArea,"👁Los problemas de visión derivados de la #Diabetes afectan ya a 1,6 millones de españoles, según datos del Consejo General de Colegios de Ópticos-Optometristas.

Toda la info vía @GeriatricArea https://t.co/XM4k2rYtyp
#PersonasMayores",False,España,"Los problemas de visión derivados de la Diabetes afectan ya a 16 millones de españoles según datos del Consejo General de Colegios de ÓpticosOptometristas

Toda la info vía  
PersonasMayores",-0.1779
249,AYAXTELMON,,"El melocotón, es una de las frutas más diversas; es la virtud, el honor, la longevidad, y en la Inglaterra de los siglos XVII y XVIII está considerada como afrodisiaca.
Juan van der Hamen y León, Bodegón de frutas y hortalizas https://t.co/NDPGut02GO",False,CIUDADANO DEL MUNDO,"El melocotón es una de las frutas más diversas es la virtud el honor la longevidad y en la Inglaterra de los siglos XVII y XVIII está considerada como afrodisiaca
Juan van der Hamen y León Bodegón de frutas y hortalizas",0.7184
250,TuitReportes,,🔷 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/FepiI8K1sJ,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
251,ProEnlace,,"🌀 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/QC8jqds1tc",False,España,¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
252,CRLasMatas,,El proceso de #envejecimiento del organismo altera el #metabolismo basal por lo que los mayores tienen mayor dificultad de adaptación al #frío o al #calor. ¿Quieres saber unos cuantos consejos para prevenir las #enfermedades por el frío? ¡Sigue leyendo! 🔽 https://t.co/0fBzY1hPCt,False,Las Matas / Madrid,El proceso de envejecimiento del organismo altera el metabolismo basal por lo que los mayores tienen mayor dificultad de adaptación al frío o al calor ¿Quieres saber unos cuantos consejos para prevenir las enfermedades por el frío ¡Sigue leyendo,0.128
253,mastergeroUMH,ed Creativo,"El envejecimiento de la población y el riesgo de la dependencia

https://t.co/kpu6unAo3F

vía @ed_Creativo",False,Online,"El envejecimiento de la población y el riesgo de la dependencia



vía",-0.2732
254,Artemidis,,"Además, y aunque podamos decir que esa historia veloz, tan llena de acción es poco sandmaniana en general, nos deja algunos momentos gloriosos como el envejecimiento de esos hechiceros, su de algún modo hermoso ritual, los ojos furibundos y ardientes a la espera https://t.co/iNroDSU9Fp",False,"Vigo, España",Además y aunque podamos decir que esa historia veloz tan llena de acción es poco sandmaniana en general nos deja algunos momentos gloriosos como el envejecimiento de esos hechiceros su de algún modo hermoso ritual los ojos furibundos y ardientes a la espera,0.836
255,CSHHPalencia,CSHHPalencia,"El día 18 hablamos en @CSHHPalencia sobre #discapacidad y envejecimiento. No te pierdas esta cita para seguir aprendiendo!! #somoshospitalarias
#Palencia  #HermanasHospitalarias https://t.co/u4eBDZTrxE",False,"Palencia, Castilla y León","El día 18 hablamos en  sobre discapacidad y envejecimiento No te pierdas esta cita para seguir aprendiendo somoshospitalarias
Palencia  HermanasHospitalarias",0.1139
256,PcPakopC,,Es el envejecimiento sólo una enfermedad? https://t.co/mj0HnY0Fq9,False,"Puebla, México",Es el envejecimiento sólo una enfermedad,0.0
257,socialasturias ,"ObservaSoledad, socialasturias ",RT @ObservaSoledad: ✏️Asturias es la región de España con la mayor tasa de envejecimiento. El Principado (@socialasturias_) elabora un cens…,True,"Oviedo, Spain",Asturias es la región de España con la mayor tasa de envejecimiento El Principado  elabora un cens…,0.0
258,iClinicoMadrid,Itemas,RT @Itemas: ¿Trabajas en temas de envejecimiento activo? Preséntate a los premios Adoption Awards antes del 20/12. y da a conocer tu caso d…,True,Madrid,¿Trabajas en temas de envejecimiento activo Preséntate a los premios Adoption Awards antes del 2012 y da a conocer tu caso d…,0.8271
259,CLICMODO,,"🔷 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/C2NHIAUlVe",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
260,sargos66,,"Huelga en Francia: qué hay detrás del mayor paro en el país en décadas (y qué tiene en común con las movilizaciones en América Latina) (El envejecimiento es una placa tectónica que se mueve poco a poco y que nos va a afectar a todos)

https://t.co/k13JOllusP",False,"New Jersey, USA",Huelga en Francia qué hay detrás del mayor paro en el país en décadas y qué tiene en común con las movilizaciones en América Latina El envejecimiento es una placa tectónica que se mueve poco a poco y que nos va a afectar a todos,-0.5267
261,GacetaMadrid,,"🔵 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/Oso1x01vgw",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
262,lutyfg,JaimeConcha10,"RT @JaimeConcha10: Vi dos veces  “The Irishman”.Una obra maestra de Scorsese. 
Notables la arrogancia de Pacino, la templanza de De Niro y…",True,,"Vi dos veces  “The Irishman”Una obra maestra de Scorsese 
Notables la arrogancia de Pacino la templanza de De Niro y…",0.8271
263,ObservaSoledad,socialasturias ,"✏️Asturias es la región de España con la mayor tasa de envejecimiento. El Principado (@socialasturias_) elabora un censo regional de personas mayores que viven solas, iniciativa que valoramos positivamente. 
https://t.co/NePigBFpSo",False,Espanya,Asturias es la región de España con la mayor tasa de envejecimiento El Principado  elabora un censo regional de personas mayores que viven solas iniciativa que valoramos positivamente,0.5859
264,JoseMBeni,"FJGalvan, unicajaCB","@FJGalvan @unicajaCB El envejecimiento no es un problema exclusivo nuestro, es un problema general de todos los deportes. Hasta en el fútbol están preocupados, así que imagínate...",False,Málaga,El envejecimiento no es un problema exclusivo nuestro es un problema general de todos los deportes Hasta en el fútbol están preocupados así que imagínate,0.5448
265,ExoMedios,,"🌀 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/qYLjklv9yM",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
266,TemaGlobal,,"🌀 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/EBxToAyGB4",False,"Madrid, Comunidad de Madrid",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
267,Jubilares,,"Ojalá la #ConstitucionEspañola obligara al Estado a actualizar las #pensiones de forma adecuada y a asegurar la independencia económica de las #personasmayores 

Ah, si ya lo dice...
Feliz #DiadelaConstitución https://t.co/pitfLVnm60",False,España,"Ojalá la ConstitucionEspañola obligara al Estado a actualizar las pensiones de forma adecuada y a asegurar la independencia económica de las personasmayores 

Ah si ya lo dice
Feliz DiadelaConstitución",0.7184
268,sivsa es,CoremainTIC,#SilverEconomy: las claves para afrontar el envejecimiento poblacional a través del desarrollo tecnológico. Vía @CoremainTIC: #TIC #Tecnología https://t.co/xzy01KDD2J,False,España,SilverEconomy las claves para afrontar el envejecimiento poblacional a través del desarrollo tecnológico Vía  TIC Tecnología,0.0
269,EnriqueQuemada,EnriqueQuemada,RT @EnriqueQuemada: Una razón para esta impresionante acumulación de dinero en el capital riesgo: el envejecimiento de la población https:/…,True,Madrid. Spain,Una razón para esta impresionante acumulación de dinero en el capital riesgo el envejecimiento de la población https…,0.4166
270,Enteremonos,,"🔵 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/pJqCKFiVKM",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
271,InfoReportes,,"🔷 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/Oa2f2XSsRU",False,"Madrid, Comunidad de Madrid",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
272,Datos365,,🌀 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/M5rnwddFhB,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
273,TartessosCapita,"rdomenechv, BancoDeEspana","RT @rdomenechv: Envejecimiento y pensiones, por O. Arce @BancoDeEspana 

El escenario demográfico demanda reformas de calado para reforzar…",True,"Sevilla, Andalucía","Envejecimiento y pensiones por O Arce  

El escenario demográfico demanda reformas de calado para reforzar…",-0.128
274,HeliosPrados,"rdomenechv, BancoDeEspana","RT @rdomenechv: Envejecimiento y pensiones, por O. Arce @BancoDeEspana 

El escenario demográfico demanda reformas de calado para reforzar…",True,Sevilla y el Aljarafe,"Envejecimiento y pensiones por O Arce  

El escenario demográfico demanda reformas de calado para reforzar…",-0.128
275,GacetaMadrid,,🌀 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/O9gaI7hHP0,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
