,emisor,mencionado,texto,rt,localizacion,texto_limpio,sent_score
22,NoticiasOP,,"Estilo de vida, switch para retrasar o acelerar el envejecimiento https://t.co/7yEIaTAI0G https://t.co/vneZjw435a",False,"Cuauhtémoc, Distrito Federal",Estilo de vida switch para retrasar o acelerar el envejecimiento,-0.3182
23,freemind mx,Geriatriamexico,RT @Geriatriamexico: Las #PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad https://t.co/pBNFvgFOtq,True,"Morelia, Mich., México",Las PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad,0.0
24,MultiGaceta,,"🔵 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/RrYpQ5PMBf",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
25,La Nann,Geriatriamexico,RT @Geriatriamexico: Las #PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad https://t.co/pBNFvgFOtq,True,Ciudad de México,Las PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad,0.0
26,GiraInformativa,,"🔵 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/v38u5983pX",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
27,MikelRoyo,JordiSalasSalva,"RT @JordiSalasSalva: Reciente revisión sistemática donde analizamos aquellos nutrientes, alimentos o patrones dietéticos que se ha visto pu…",True,,Reciente revisión sistemática donde analizamos aquellos nutrientes alimentos o patrones dietéticos que se ha visto pu…,0.0
28,blankius,elbotiquinmx,RT @elbotiquinmx: Esto las convierte en una fuente perfecta para luchar contra el envejecimiento. https://t.co/r055SET8OR,True,,Esto las convierte en una fuente perfecta para luchar contra el envejecimiento,0.296
29,LucaMx07,agarcod,"RT @agarcod: 🇪🇸 En 2050 habrá 78,4 personas mayores de 64 años por cada 100 personas entre 20 y 64 años. Es casi el doble de la estimación…",True,,En 2050 habrá 784 personas mayores de 64 años por cada 100 personas entre 20 y 64 años Es casi el doble de la estimación…,0.0
30,Creci Endo,honoriojorge,"RT @honoriojorge: España no puede permitirse prescindir de su talento #sénior, desde hace años sufre un envejecimiento de la población que…",True,Lima-Perù,España no puede permitirse prescindir de su talento sénior desde hace años sufre un envejecimiento de la población que…,-0.7005
31,masagadi,Tuitores,"RT @Tuitores: 🔵 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/WFWznQNy1y",True,Gran Caracas,Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
32,chidambara09,lacesindustria,"RT @lacesindustria: 👵🧓🤖Aplicaciones de automatización, #robótica, #BigData o #IoT fomentan nuevos negocios pensados para las personas mayor…",True,Mysore  and  BERLIN,Aplicaciones de automatización robótica BigData o IoT fomentan nuevos negocios pensados para las personas mayor…,0.0
33,Endo Jorge,honoriojorge,"RT @honoriojorge: España no puede permitirse prescindir de su talento #sénior, desde hace años sufre un envejecimiento de la población que…",True,Perú,España no puede permitirse prescindir de su talento sénior desde hace años sufre un envejecimiento de la población que…,-0.7005
34,honoriojorge,"sempere pablo, CincoDiascom","España no puede permitirse prescindir de su talento #sénior, desde hace años sufre un envejecimiento de la población que ha desestabilizado el sistema de pensiones 

#rrhh #RecursosHumanos #edadismo #empleo #trabajo https://t.co/FI9qhPQaix por @sempere_pablo vía @CincoDiascom",False,"Islas Canarias, España","España no puede permitirse prescindir de su talento sénior desde hace años sufre un envejecimiento de la población que ha desestabilizado el sistema de pensiones 

rrhh RecursosHumanos edadismo empleo trabajo  por  vía",-0.7005
35,epiphanicwiring,,"Ayer no podía parar de la risa leyendo los prospectos (mi hierro y el calcio de mi mamá). Todos son tipo: Distensión abdominal, diarrea, anorexia, pérdida de la memoria, envejecimiento precoz, dejar de ver colores, alucinación con temática de duendes, OCASIONAL MUERTE",False,Argentina,Ayer no podía parar de la risa leyendo los prospectos mi hierro y el calcio de mi mamá Todos son tipo Distensión abdominal diarrea anorexia pérdida de la memoria envejecimiento precoz dejar de ver colores alucinación con temática de duendes OCASIONAL MUERTE,-0.7773
36,canal10uruguay,arribagente,"""Miradas a través del tiempo"", 1er Festival Internacional de Cine sobre envejecimiento del 21 al 23 de mayo 2020. #ArribaGente @arribagente https://t.co/Io6Uhkszyh",False,"Montevideo, Uruguay",Miradas a través del tiempo 1er Festival Internacional de Cine sobre envejecimiento del 21 al 23 de mayo 2020 ArribaGente,0.4939
37,valijainterna,,"💣 Grandes avances en la lucha contra el cáncer, la diabetes, la demencia y otras enfermedades provocadas por el envejecimiento celular... https://t.co/zCnwXCiMa7",False,España,Grandes avances en la lucha contra el cáncer la diabetes la demencia y otras enfermedades provocadas por el envejecimiento celular,-0.7906
38,DonSinoptico,,🌀 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/2qsKuz3nJu,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
39,lacesindustria,CoremainTIC,"👵🧓🤖Aplicaciones de automatización, #robótica, #BigData o #IoT fomentan nuevos negocios pensados para las personas mayores. Algunas claves de @CoremainTIC sobre cómo la #industrai40 puede ayudar a la #SilverEconomy https://t.co/Pjm1CPG6QO https://t.co/vw0hSgzxvF",False,Galicia / Norte de Portugal,Aplicaciones de automatización robótica BigData o IoT fomentan nuevos negocios pensados para las personas mayores Algunas claves de  sobre cómo la industrai40 puede ayudar a la SilverEconomy,0.4019
40,SenamaCoquimbo,,"Dentro del plan Nacional de Lectura, el Servicio Nacional del Adulto Mayor mediante el Programa de Envejecimiento Activo, desde el año 2015 fomenta a los adultos mayores a participar del concurso Literario... https://t.co/lCmHZv49rq",False,,Dentro del plan Nacional de Lectura el Servicio Nacional del Adulto Mayor mediante el Programa de Envejecimiento Activo desde el año 2015 fomenta a los adultos mayores a participar del concurso Literario,0.7184
41,infoags,,Envejecimiento de Aguascalientes será más acelerado que el de países europeos - Líder Empresarial https://t.co/50u1zsT2AF https://t.co/e0q7RHy31O,False,"Aguascalientes, México. #AgsMx",Envejecimiento de Aguascalientes será más acelerado que el de países europeos  Líder Empresarial,0.0
42,Tuitores,,"🔵 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/WFWznQNy1y",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
43,jalozate,FemMolinaSegura,RT @FemMolinaSegura: Una dieta saludable ralentiza el envejecimiento celular https://t.co/iCxQ87J7Jy,True,La Alcayna. Molina de Segura,Una dieta saludable ralentiza el envejecimiento celular,0.4019
44,FemMolinaSegura,,Una dieta saludable ralentiza el envejecimiento celular https://t.co/iCxQ87J7Jy,False,Molina de Segura,Una dieta saludable ralentiza el envejecimiento celular,0.4019
45,crisdicalzada,HoraDeEjercicio,RT @HoraDeEjercicio: La grasa del aguacate tiene efectos protectores contra el cáncer y el envejecimiento similares a los del aceite de oli…,True,,La grasa del aguacate tiene efectos protectores contra el cáncer y el envejecimiento similares a los del aceite de oli…,-0.6597
46,ClubEditorial,,"🌀 Discapacidad, ¿el precio por vivir más? #Envejecimiento https://t.co/iC8rxDFEbY",False,"Comunidad de Madrid, España",Discapacidad ¿el precio por vivir más Envejecimiento,0.0
47,cindustria,,"Cuatro hermanos de 110, 109, 103 y 101 años iluminan los genes de la longevidad https://t.co/yzps8ZbeYJ",False,USA,Cuatro hermanos de 110 109 103 y 101 años iluminan los genes de la longevidad,0.0
48,manuelr85562400,MINSAPCuba,RT @MINSAPCuba: #Cuba trabaja para garantizar una atención de #salud de calidad al adulto mayor y lograr una vejez saludable. En la actuali…,True,Cuba,Cuba trabaja para garantizar una atención de salud de calidad al adulto mayor y lograr una vejez saludable En la actuali…,0.8176
49,NiccoAC,"lideresrebano, AntonioViv10","@lideresrebano @AntonioViv10 que ya no es para Chivas, ya tiene muchas fallas por que el tiempo no perdona y ya son fallas de la limitación física propia del envejecimiento. No por eso botaron a Oswaldo tonto sería traer a Corona ahora paara opacar la consolidación de Toño Rodriguez",False,Cuautitlan Izcalli,que ya no es para Chivas ya tiene muchas fallas por que el tiempo no perdona y ya son fallas de la limitación física propia del envejecimiento No por eso botaron a Oswaldo tonto sería traer a Corona ahora paara opacar la consolidación de Toño Rodriguez,-0.6698
50,TeActualizas,,"🌀 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/8kors1J8Ze",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
51,caitlinblxck,INV3RT3DSQ,"@INV3RT3DSQ Paso. Pero ya digo que dos personajes de la misma familia y con mismo nombre trae siempre problemas. Y no voy a ser yo quien lo cambie, dada la longevidad que llevo aquí con el nombre + el personaje de Cait fue creado por mí para el proyecto. xDD Es frustrante que se ocupe »",False,ʜᴏɢᴡᴀʀᴛs ; ᴇᴅɪɴʙᴜʀɢʜ.,Paso Pero ya digo que dos personajes de la misma familia y con mismo nombre trae siempre problemas Y no voy a ser yo quien lo cambie dada la longevidad que llevo aquí con el nombre  el personaje de Cait fue creado por mí para el proyecto xDD Es frustrante que se ocupe »,-0.5574
52,ariabueno,,🎯 Esta es la razón de que los llamados super-agers sean tan longevos y tengan tanta salud... https://t.co/MbRExfgf1d,False,"Alcorcón, Comunidad de Madrid",Esta es la razón de que los llamados superagers sean tan longevos y tengan tanta salud,0.0
53,AlejGarciaCh,Geriatriamexico,RT @Geriatriamexico: Las #PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad https://t.co/pBNFvgFOtq,True,"Pachuca de Soto, Hidalgo",Las PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad,0.0
54,ClubEditorial,,"🌀 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/R9oHJX4Ss3",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
55,BATerceraEdad,SilviaPeyrou,"#EnvejecimientoActivo

Estuvimos en el centro cultural Julián Centeya celebrando el
Cierre del taller de segundo año de la escuela de teatro a cargo de @SilviaPeyrou
Disfrutamos de una muestra teatral y la entrega de certificados a las #PersonasMayores que concurren al taller. https://t.co/3YOyBy1hoL",False,Argentina,"EnvejecimientoActivo

Estuvimos en el centro cultural Julián Centeya celebrando el
Cierre del taller de segundo año de la escuela de teatro a cargo de 
Disfrutamos de una muestra teatral y la entrega de certificados a las PersonasMayores que concurren al taller",0.7845
56,soyburbu,nippon es,"RT @nippon_es: Japón se ha convertido en el país de la longevidad: ya hay más de 70.000 personas mayores de 100 años, el 88,1 % mujeres. ht…",True,越後国,Japón se ha convertido en el país de la longevidad ya hay más de 70000 personas mayores de 100 años el 881  mujeres ht…,0.0
57,KasiopeaLunar,AmicsGentMajor,"RT @AmicsGentMajor: Para las #personasmayores que acompañamos, los días de #Navidad son unas fechas especialmente sensibles. Ayúdanos a hac…",True,Valencia,Para las personasmayores que acompañamos los días de Navidad son unas fechas especialmente sensibles Ayúdanos a hac…,0.4549
58,RepartoDigital,,🔵 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/AgoZxzzhbX,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
59,XAbogabir,"solmarras, travesia100, amanozfundacion",@solmarras Qué interesante mapa. Y en Chile el envejecimiento de la población se produjo tan rápido que la sociedad todavía no se ha dado cuenta @travesia100 @amanozfundacion,False,Santiago de Chile,Qué interesante mapa Y en Chile el envejecimiento de la población se produjo tan rápido que la sociedad todavía no se ha dado cuenta,0.4019
60,Hiperenlazados,,"🌀 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/BXd1RWt8GM",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
61,cuadrosrobinson,"ACGG CO, ACGG CO","RT @ACGG_CO: En la construcción de la Agenda 2020 sobre Envejecimiento y Vejez en Colombia, la @ACGG_CO  presenta algunas propuestas a trav…",True,"Bogotá, Colombia",En la construcción de la Agenda 2020 sobre Envejecimiento y Vejez en Colombia la   presenta algunas propuestas a trav…,0.0
62,nellyama1,elbotiquinmx,RT @elbotiquinmx: Esto las convierte en una fuente perfecta para luchar contra el envejecimiento. https://t.co/r055SET8OR,True,México,Esto las convierte en una fuente perfecta para luchar contra el envejecimiento,0.296
63,denisse leslie,HoraDeEjercicio,RT @HoraDeEjercicio: La grasa del aguacate tiene efectos protectores contra el cáncer y el envejecimiento similares a los del aceite de oli…,True,"Mexico, d. f.",La grasa del aguacate tiene efectos protectores contra el cáncer y el envejecimiento similares a los del aceite de oli…,-0.6597
64,RotaDatos,,🌀 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/oY7ha7oswz,False,"Comunidad de Madrid, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
65,ApunteIndicado,,🔵 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/EoEN0B4Dwn,False,"Sevilla, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
66,RubiDuval,yokymp,"RT @yokymp: El envejecimiento se ve acelerado por razones que podemos prevenir: sedentarismo, exceso de peso y mala alimentación. #Salud #C…",True,"Santo Domingo, Dominican Repub",El envejecimiento se ve acelerado por razones que podemos prevenir sedentarismo exceso de peso y mala alimentación Salud C…,-0.4588
67,Hiperenlazados,,🔷 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/Wee2YV2eWt,False,"Comunidad de Madrid, España",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
68,yovax,Dicaabr,RT @Dicaabr: Tan falso como el envejecimiento prematuro de Duque https://t.co/xit9fGjXmX,True,"Medellín, Colombia",Tan falso como el envejecimiento prematuro de Duque,-0.4767
69,barrera gonza,Geriatriamexico,RT @Geriatriamexico: Las #PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad https://t.co/pBNFvgFOtq,True,CdMX,Las PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad,0.0
70,dobleaire,MarisolSalanova,@MarisolSalanova Reivindicando el envejecimiento siempre. 🤘,False,Barcelona,Reivindicando el envejecimiento siempre,0.0
71,BATerceraEdad,,"#Talleres
Estuvimos en el Centro de Jubilados Arco Iris donde representantes del INTI desarrollaron una capacitación a talleristas de diferentes CDJ y de #LaTerceraEnLaCalle, en elaboración de dispositivos caseros para favorecer a las #PersonasMayores.

#EnvejecimientoActivo https://t.co/5aejWjLMeh",False,Argentina,"Talleres
Estuvimos en el Centro de Jubilados Arco Iris donde representantes del INTI desarrollaron una capacitación a talleristas de diferentes CDJ y de LaTerceraEnLaCalle en elaboración de dispositivos caseros para favorecer a las PersonasMayores

EnvejecimientoActivo",0.4019
72,DonSinoptico,,"🔵 ¿Te gustaría vivir más tiempo? Asegúrate de tener una pareja feliz, dice la ciencia https://t.co/I9tDKuhU56",False,"Comunidad de Madrid, España",¿Te gustaría vivir más tiempo Asegúrate de tener una pareja feliz dice la ciencia,0.8176
73,avalos morer,agarcod,"RT @agarcod: 🇪🇸 En 2050 habrá 78,4 personas mayores de 64 años por cada 100 personas entre 20 y 64 años. Es casi el doble de la estimación…",True,Madrid | Mataró | Barcelona,En 2050 habrá 784 personas mayores de 64 años por cada 100 personas entre 20 y 64 años Es casi el doble de la estimación…,0.0
74,Riano1946,CruzRojaLeonES,"RT @CruzRojaLeonES: Ayer finalizamos el Taller de Manualidades en la Asamblea Comarcal
de La Robla impartido durante cuatro semanas.  Fue m…",True,,"Ayer finalizamos el Taller de Manualidades en la Asamblea Comarcal
de La Robla impartido durante cuatro semanas  Fue m…",0.0
75,mybiss19,MINSAPCuba,RT @MINSAPCuba: #Cuba trabaja para garantizar una atención de #salud de calidad al adulto mayor y lograr una vejez saludable. En la actuali…,True,,Cuba trabaja para garantizar una atención de salud de calidad al adulto mayor y lograr una vejez saludable En la actuali…,0.8176
76,flintloco85,MINSAPCuba,RT @MINSAPCuba: #Cuba trabaja para garantizar una atención de #salud de calidad al adulto mayor y lograr una vejez saludable. En la actuali…,True,"La Habana, Cuba.",Cuba trabaja para garantizar una atención de salud de calidad al adulto mayor y lograr una vejez saludable En la actuali…,0.8176
77,RepartoDigital,,🔵 Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30 https://t.co/TpHIP1gePp,False,"Comunidad de Madrid, España",Si realizas estos ejercicios podrás tener un mejor envejecimiento a partir de los 30,0.4404
78,Bach Faig,JordiSalasSalva,"RT @JordiSalasSalva: Reciente revisión sistemática donde analizamos aquellos nutrientes, alimentos o patrones dietéticos que se ha visto pu…",True,"Barcelona, Espanya",Reciente revisión sistemática donde analizamos aquellos nutrientes alimentos o patrones dietéticos que se ha visto pu…,0.0
79,InfoLecturas,,🔷 ¿Cuántos años podemos vivir los humanos? #Longevidad https://t.co/whFA8SRYRG,False,"Valencia, España",¿Cuántos años podemos vivir los humanos Longevidad,0.0
80,leo305leo,EstiloYahoo,¿Puede la 'sangre joven' frenar el envejecimiento? https://t.co/ZXdSHLyy0L vía @EstiloYahoo,False,hialeah,¿Puede la sangre joven frenar el envejecimiento  vía,0.0
81,InfoTextual,,"🔵 Caminar lento a los 45 años, un indicador de envejecimiento prematuro #Estudio https://t.co/zRzXOqCs97",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento prematuro Estudio,0.0
82,wifi3232,elbotiquinmx,RT @elbotiquinmx: Esto las convierte en una fuente perfecta para luchar contra el envejecimiento. https://t.co/r055SET8OR,True,Gdl.Mex.,Esto las convierte en una fuente perfecta para luchar contra el envejecimiento,0.296
83,Dicaabr,,Tan falso como el envejecimiento prematuro de Duque https://t.co/xit9fGjXmX,False,Nueva Asgard,Tan falso como el envejecimiento prematuro de Duque,-0.4767
84,codigofmx,,"El aumento de la longevidad se ha estancado, las enfermedades mentales y la mala salud mental afectan cada vez a más personas. | Código F https://t.co/LuV8544ZfD https://t.co/VPmOfdsJ3J",False,"México, D.F.",El aumento de la longevidad se ha estancado las enfermedades mentales y la mala salud mental afectan cada vez a más personas  Código F,-0.6486
85,MarcosSangrador,AlgunosLibrosB,RT @AlgunosLibrosB: El ejercicio físico es otro estandarte de la salud al envejecer. Hace deporte de manera regular también contribuye a ma…,True,Madrid - Paris,El ejercicio físico es otro estandarte de la salud al envejecer Hace deporte de manera regular también contribuye a ma…,0.0
86,fredybravo2013,,"El Pepino: Alto contenido de vitaminas A y C, magnesio, potasio, fósforo y calcio. Mantiene saludable el corazón y reduce los efectos del envejecimiento. Se recomienda consumirlo regularmente. https://t.co/QTJ0rNIBcz",False,"Guatire, Venezuela",El Pepino Alto contenido de vitaminas A y C magnesio potasio fósforo y calcio Mantiene saludable el corazón y reduce los efectos del envejecimiento Se recomienda consumirlo regularmente,0.5423
87,RepartoDigital,,🔷 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/AgoZxzzhbX,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
88,Pulpo malote,Geriatriamexico,RT @Geriatriamexico: Las #PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad https://t.co/pBNFvgFOtq,True,,Las PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad,0.0
89,Bellotazo,Camila Vergara,RT @Camila_Vergara: En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,True,Santiago de Chile,En la República Romana tenían tribunales populares masivos donde se juzgaban a quienes atentaban contra la república pa…,-0.128
90,InstCuba,MINSAPCuba,"El envejecimiento de la población es uno de los más grandes triunfos de la humanidad .En  #CubaPorLaSalud se puede aspirar a vivir hasta entrados los 60 años y más. Nuestro país trabaja para garantizar una atención de salud de calidad.
 @MINSAPCuba https://t.co/T2iD1k700d",False,,El envejecimiento de la población es uno de los más grandes triunfos de la humanidad En  CubaPorLaSalud se puede aspirar a vivir hasta entrados los 60 años y más Nuestro país trabaja para garantizar una atención de salud de calidad,0.9186
91,Tuiterricolas,,"🔵 Caminar lento a los 45 años, un indicador de envejecimiento acelerado https://t.co/z3tXyqAP3s",False,"Comunidad de Madrid, España",Caminar lento a los 45 años un indicador de envejecimiento acelerado,0.0
92,PatusCR,"velvet bet, Claudiashein, ocejoal",RT @velvet_bet: Vende tus productos en el Bazar Navideño para #PersonasMayores Aquí te brindamos información 👇🏽 @Claudiashein @ocejoal @CDM…,True,,Vende tus productos en el Bazar Navideño para PersonasMayores Aquí te brindamos información    …,0.4404
93,InfoTextual,,🌀 Si quieres vivir muchos años... Asegúrate de tener una pareja feliz https://t.co/NR3x8DLxVY,False,"Comunidad de Madrid, España",Si quieres vivir muchos años Asegúrate de tener una pareja feliz,0.743
94,InfoReportes,,🔷 Científicos explican por qué viven más tiempo las mujeres que los hombres #Longevidad https://t.co/X1YHaFseZj,False,"Madrid, Comunidad de Madrid",Científicos explican por qué viven más tiempo las mujeres que los hombres Longevidad,0.0
95,fedeebongiorno,,aunque te guste más billie y pienses que va a tener más longevidad igual decir que es más iconico es objetivamente incorrecto lmao https://t.co/C6AoZtc5F2,False,argentina,aunque te guste más billie y pienses que va a tener más longevidad igual decir que es más iconico es objetivamente incorrecto lmao,0.7003
96,nayeli rdz,Geriatriamexico,RT @Geriatriamexico: Las #PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad https://t.co/pBNFvgFOtq,True,Pepperland,Las PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad,0.0
97,Geriatriamexico,,Las #PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad https://t.co/pBNFvgFOtq,False,México,Las PersonasMayores tienen derecho a la igualdad y no discriminación por razones de edad,0.0
98,DaniOrt57975480,"IESSPastaza, IESSPastaza","RT @IESSPastaza: Jubilados de los Talleres de Envejecimiento Activo, del @IESSPastaza, participaron con una pieza musical vocal en las inst…",True,,Jubilados de los Talleres de Envejecimiento Activo del  participaron con una pieza musical vocal en las inst…,0.4019
